Error_PEHE,Error_ATE,MSE_0,MSE_1,Feature,Iteration
-7.585144166481252,-1.8519864082336426,-1.6160385344210653,2.8844143047668447,X1,33
-8.037434638541272,-2.075920581817627,-0.7730201998970827,4.2789821933518635,X1,34
-7.91741288969321,-2.0114054679870605,-0.9860487030176088,3.8721762938587516,X1,35
-7.91741288969321,-2.0114054679870605,-0.9860487030176088,3.8721762938587516,X1,36
-7.585144166481252,-1.8519864082336426,-1.6160385344210653,2.8844143047668447,X1,37
-7.944265138899148,-2.025458812713623,-0.9382821386929869,3.9601376275741127,X1,38
-7.417475027044789,-1.7795944213867188,-1.9771275763635963,2.4364444945320063,X1,39
-7.944265138899148,-2.025458812713623,-0.9382821386929869,3.9601376275741127,X1,40
-7.568508640483225,-1.844597339630127,-1.6501330743209657,2.838850654727026,X1,41
-8.441087613810698,-2.339332103729248,-0.03900730561140264,6.020422530181862,X1,42
-7.859196467492625,-1.981621265411377,-1.090718925324424,3.6864497929665503,X1,43
-8.284503620476956,-2.2260522842407227,-0.3256763292683402,5.259855746191869,X1,44
-7.644260535320184,-1.8786516189575195,-1.4973078938939146,3.048804827862582,X1,45
-7.757099211789182,-1.9314417839050293,-1.279668732853068,3.3748431381461668,X1,46
-8.292351797137279,-2.231318473815918,-0.31112402130249706,5.2950786106261,X1,47
-7.877094941229656,-1.9906816482543945,-1.0583326881802897,3.7428761557262638,X1,48
-7.617914390020637,-1.8666887283325195,-1.549762144857585,2.975053839235364,X1,49
-8.331033180987498,-2.257838726043701,-0.23949520371702349,5.472843729593447,X1,50
-8.3835669717592,-2.2955164909362793,-0.14294915179218748,5.725985269367795,X1,51
-7.899489666625552,-2.0021376609802246,-1.0180635836217249,3.8143172415604805,X1,52
-7.448098259056316,-1.792485237121582,-1.9079341933078169,2.5166241555234787,X1,53
-7.6272366789155885,-1.8709068298339844,-1.5311300682700484,3.0010513574150663,X1,54
-7.417475027044789,-1.7795944213867188,-1.9771275763635963,2.4364444945320063,X1,55
-7.4099300185489305,-1.776440143585205,-1.9944375148991824,2.416778874557288,X1,56
-7.568508640483225,-1.844597339630127,-1.6501330743209657,2.838850654727026,X1,57
-8.02422799523648,-2.068596363067627,-0.7964357758855236,4.2324059888503465,X1,58
-7.669993996960894,-1.8904647827148438,-1.4467685924985254,3.1216263635234753,X1,59
-7.881571499098943,-1.9929618835449219,-1.050255782795226,3.7570846288491264,X1,60
-8.57110822942209,-2.4517478942871094,0.18820560607044712,6.774494371586862,X1,61
-7.4099300185489305,-1.776440143585205,-1.9944375148991824,2.416778874557288,X1,62
-8.170706146398409,-2.1534838676452637,-0.5344519704629498,4.7795723105202725,X1,63
-7.5193825934903185,-1.8230514526367188,-1.752870715397993,2.705856642499709,X1,64
-8.102733052593294,-2.1130495071411133,-0.6568128248960186,4.516882628724987,X1,65
-8.504893788554952,-2.391779899597168,0.07327055613050959,6.372079303618508,X1,66
-7.417475027044789,-1.7795944213867188,-1.9771275763635963,2.4364444945320063,X1,67
-7.644260535320184,-1.8786516189575195,-1.4973078938939146,3.048804827862582,X1,68
-7.8368656899748625,-1.9704313278198242,-1.131405099710804,3.616846006863052,X1,69
-7.783562129314445,-1.9442124366760254,-1.2299729238345094,3.4540153827155216,X1,70
-7.568508640483225,-1.844597339630127,-1.6501330743209657,2.838850654727026,X1,71
-7.757099211789182,-1.9314417839050293,-1.279668732853068,3.3748431381461668,X1,72
-7.881571499098943,-1.9929618835449219,-1.050255782795226,3.7570846288491264,X1,73
-8.02422799523648,-2.068596363067627,-0.7964357758855236,4.2324059888503465,X1,74
-8.02422799523648,-2.068596363067627,-0.7964357758855236,4.2324059888503465,X1,75
-8.037434638541272,-2.075920581817627,-0.7730201998970827,4.2789821933518635,X1,76
-8.611148433384031,-2.4916186332702637,0.2577320992705978,7.042684949323208,X1,77
-7.644260535320184,-1.8786516189575195,-1.4973078938939146,3.048804827862582,X1,78
-7.644260535320184,-1.8786516189575195,-1.4973078938939146,3.048804827862582,X1,79
-7.935320705719112,-2.0207533836364746,-0.9541760254512823,3.9306585901884135,X1,80
-7.944265138899148,-2.025458812713623,-0.9382821386929869,3.9601376275741127,X1,81
-7.644260535320184,-1.8786516189575195,-1.4973078938939146,3.048804827862582,X1,82
-8.57110822942209,-2.4517478942871094,0.18820560607044712,6.774494371586862,X1,83
-7.877094941229656,-1.9906816482543945,-1.0583326881802897,3.7428761557262638,X1,84
-7.704604826917949,-1.9065580368041992,-1.3796685875856838,3.2209555586633036,X1,85
-7.85472511925545,-1.9793701171875,-1.0988322754003121,3.672448350442394,X1,86
-8.02422799523648,-2.068596363067627,-0.7964357758855236,4.2324059888503465,X1,87
-7.8368656899748625,-1.9704313278198242,-1.131405099710804,3.616846006863052,X1,88
-8.145439828020043,-2.138225555419922,-0.5801119302100801,4.680015683375549,X1,89
-8.611148433384031,-2.4916186332702637,0.2577320992705978,7.042684949323208,X1,90
-7.85472511925545,-1.9793701171875,-1.0988322754003121,3.672448350442394,X1,91
-7.448098259056316,-1.792485237121582,-1.9079341933078169,2.5166241555234787,X1,92
-8.119905075073177,-2.1230835914611816,-0.6260649729198988,4.581707950753417,X1,93
-7.704604826917949,-1.9065580368041992,-1.3796685875856838,3.2209555586633036,X1,94
-7.417475027044789,-1.7795944213867188,-1.9771275763635963,2.4364444945320063,X1,95
-8.128445833971815,-2.128117561340332,-0.6107212724478188,4.614334271954896,X1,96
-8.102733052593294,-2.1130495071411133,-0.6568128248960186,4.516882628724987,X1,97
-8.611148433384031,-2.4916186332702637,0.2577320992705978,7.042684949323208,X1,98
-7.757099211789182,-1.9314417839050293,-1.279668732853068,3.3748431381461668,X1,99
-7.757099211789182,-1.9314417839050293,-1.279668732853068,3.3748431381461668,X2,0
-7.8012789308835835,-1.9528517723083496,-1.1969876739519414,3.5076279522263616,X2,1
-7.568508640483225,-1.844597339630127,-1.6501330743209657,2.838850654727026,X2,2
-8.102733052593294,-2.1130495071411133,-0.6568128248960186,4.516882628724987,X2,3
-8.195678836432036,-2.168846607208252,-0.48907381159311214,4.880354828531272,X2,4
-8.170706146398409,-2.1534838676452637,-0.5344519704629498,4.7795723105202725,X2,5
-7.8012789308835835,-1.9528517723083496,-1.1969876739519414,3.5076279522263616,X2,6
-7.644260535320184,-1.8786516189575195,-1.4973078938939146,3.048804827862582,X2,7
-7.644260535320184,-1.8786516189575195,-1.4973078938939146,3.048804827862582,X2,8
-7.8012789308835835,-1.9528517723083496,-1.1969876739519414,3.5076279522263616,X2,9
-7.5437974763352535,-1.8337087631225586,-1.7014247067699557,2.771665677639842,X2,10
-8.037434638541272,-2.075920581817627,-0.7730201998970827,4.2789821933518635,X2,11
-8.02422799523648,-2.068596363067627,-0.7964357758855236,4.2324059888503465,X2,12
-8.119905075073177,-2.1230835914611816,-0.6260649729198988,4.581707950753417,X2,13
-7.568508640483225,-1.844597339630127,-1.6501330743209657,2.838850654727026,X2,14
-8.611148433384031,-2.4916186332702637,0.2577320992705978,7.042684949323208,X2,15
-8.170706146398409,-2.1534838676452637,-0.5344519704629498,4.7795723105202725,X2,16
-7.881571499098943,-1.9929618835449219,-1.050255782795226,3.7570846288491264,X2,17
-8.611148433384031,-2.4916186332702637,0.2577320992705978,7.042684949323208,X2,18
-7.5193825934903185,-1.8230514526367188,-1.752870715397993,2.705856642499709,X2,19
-8.376180453413186,-2.290092945098877,-0.1564344343740416,5.689541106507141,X2,20
-7.91741288969321,-2.0114054679870605,-0.9860487030176088,3.8721762938587516,X2,21
-8.195678836432036,-2.168846607208252,-0.48907381159311214,4.880354828531272,X2,22
-8.041829236784286,-2.078371524810791,-0.7652373760819131,4.2945811898900335,X2,23
-7.899489666625552,-2.0021376609802246,-1.0180635836217249,3.8143172415604805,X2,24
-7.440372499088163,-1.789219856262207,-1.9252064024975226,2.496354766098065,X2,25
-8.611148433384031,-2.4916186332702637,0.2577320992705978,7.042684949323208,X2,26
-8.489032768641025,-2.3783106803894043,0.04554379705081857,6.281765826815661,X2,27
-7.440372499088163,-1.789219856262207,-1.9252064024975226,2.496354766098065,X2,28
-7.704604826917949,-1.9065580368041992,-1.3796685875856838,3.2209555586633036,X2,29
-7.5437974763352535,-1.8337087631225586,-1.7014247067699557,2.771665677639842,X2,30
-7.92636672668719,-2.0160679817199707,-0.9700889172919887,3.9013383289507497,X2,31
-7.568508640483225,-1.844597339630127,-1.6501330743209657,2.838850654727026,X2,32
-7.935320705719112,-2.0207533836364746,-0.9541760254512823,3.9306585901884135,X2,33
-8.489032768641025,-2.3783106803894043,0.04554379705081857,6.281765826815661,X2,34
-7.877094941229656,-1.9906816482543945,-1.0583326881802897,3.7428761557262638,X2,35
-8.292351797137279,-2.231318473815918,-0.31112402130249706,5.2950786106261,X2,36
-8.57110822942209,-2.4517478942871094,0.18820560607044712,6.774494371586862,X2,37
-7.440372499088163,-1.789219856262207,-1.9252064024975226,2.496354766098065,X2,38
-8.195678836432036,-2.168846607208252,-0.48907381159311214,4.880354828531272,X2,39
-7.899489666625552,-2.0021376609802246,-1.0180635836217249,3.8143172415604805,X2,40
-8.331033180987498,-2.257838726043701,-0.23949520371702349,5.472843729593447,X2,41
-7.704604826917949,-1.9065580368041992,-1.3796685875856838,3.2209555586633036,X2,42
-7.568508640483225,-1.844597339630127,-1.6501330743209657,2.838850654727026,X2,43
-8.292351797137279,-2.231318473815918,-0.31112402130249706,5.2950786106261,X2,44
-8.611148433384031,-2.4916186332702637,0.2577320992705978,7.042684949323208,X2,45
-8.006557827358671,-2.0588884353637695,-0.8277596840092265,4.170830818420649,X2,46
-8.170706146398409,-2.1534838676452637,-0.5344519704629498,4.7795723105202725,X2,47
-8.582857164542709,-2.4631242752075195,0.2085805408377226,6.850958610418938,X2,48
-8.119905075073177,-2.1230835914611816,-0.6260649729198988,4.581707950753417,X2,49
-8.102733052593294,-2.1130495071411133,-0.6568128248960186,4.516882628724987,X2,50
-7.899489666625552,-2.0021376609802246,-1.0180635836217249,3.8143172415604805,X2,51
-8.46878077828629,-2.361541748046875,0.010008077820593542,6.169372689835326,X2,52
-7.899489666625552,-2.0021376609802246,-1.0180635836217249,3.8143172415604805,X2,53
-8.376180453413186,-2.290092945098877,-0.1564344343740416,5.689541106507141,X2,54
-7.91741288969321,-2.0114054679870605,-0.9860487030176088,3.8721762938587516,X2,55
-8.119905075073177,-2.1230835914611816,-0.6260649729198988,4.581707950753417,X2,56
-7.665687893305757,-1.8884782791137695,-1.455172798145309,3.1093890307469714,X2,57
-8.0854527129823,-2.10306978225708,-0.6876615788288447,4.452634545707596,X2,58
-7.881571499098943,-1.9929618835449219,-1.050255782795226,3.7570846288491264,X2,59
-7.585144166481252,-1.8519864082336426,-1.6160385344210653,2.8844143047668447,X2,60
-8.57110822942209,-2.4517478942871094,0.18820560607044712,6.774494371586862,X2,61
-8.63264647461117,-2.5144495964050293,0.2952492615373252,7.196549993336754,X2,62
-8.582857164542709,-2.4631242752075195,0.2085805408377226,6.850958610418938,X2,63
-7.704604826917949,-1.9065580368041992,-1.3796685875856838,3.2209555586633036,X2,64
-8.504893788554952,-2.391779899597168,0.07327055613050959,6.372079303618508,X2,65
-7.644260535320184,-1.8786516189575195,-1.4973078938939146,3.048804827862582,X2,66
-7.859196467492625,-1.981621265411377,-1.090718925324424,3.6864497929665503,X2,67
-7.644260535320184,-1.8786516189575195,-1.4973078938939146,3.048804827862582,X2,68
-8.102733052593294,-2.1130495071411133,-0.6568128248960186,4.516882628724987,X2,69
-7.5193825934903185,-1.8230514526367188,-1.752870715397993,2.705856642499709,X2,70
-7.881571499098943,-1.9929618835449219,-1.050255782795226,3.7570846288491264,X2,71
-8.068070613645524,-2.093146800994873,-0.7186104369560162,4.388969194482136,X2,72
-8.292351797137279,-2.231318473815918,-0.31112402130249706,5.2950786106261,X2,73
-7.8457910893767195,-1.974888801574707,-1.1151001248254921,3.6445651918937334,X2,74
-7.704604826917949,-1.9065580368041992,-1.3796685875856838,3.2209555586633036,X2,75
-8.292351797137279,-2.231318473815918,-0.31112402130249706,5.2950786106261,X2,76
-7.687260581713426,-1.8984637260437012,-1.4131793313116923,3.1709714650329546,X2,77
-8.376180453413186,-2.290092945098877,-0.1564344343740416,5.689541106507141,X2,78
-7.85472511925545,-1.9793701171875,-1.0988322754003121,3.672448350442394,X2,79
-8.0854527129823,-2.10306978225708,-0.6876615788288447,4.452634545707596,X2,80
-8.376180453413186,-2.290092945098877,-0.1564344343740416,5.689541106507141,X2,81
-7.944265138899148,-2.025458812713623,-0.9382821386929869,3.9601376275741127,X2,82
-8.006557827358671,-2.0588884353637695,-0.8277596840092265,4.170830818420649,X2,83
-7.92636672668719,-2.0160679817199707,-0.9700889172919887,3.9013383289507497,X2,84
-8.187388267422765,-2.16371488571167,-0.5041674108551497,4.846625967455724,X2,85
-7.417475027044789,-1.7795944213867188,-1.9771275763635963,2.4364444945320063,X2,86
-8.102733052593294,-2.1130495071411133,-0.6568128248960186,4.516882628724987,X2,87
-8.187388267422765,-2.16371488571167,-0.5041674108551497,4.846625967455724,X2,88
-7.448098259056316,-1.792485237121582,-1.9079341933078169,2.5166241555234787,X2,89
-8.068070613645524,-2.093146800994873,-0.7186104369560162,4.388969194482136,X2,90
-7.669993996960894,-1.8904647827148438,-1.4467685924985254,3.1216263635234753,X2,91
-8.0854527129823,-2.10306978225708,-0.6876615788288447,4.452634545707596,X2,92
-7.704604826917949,-1.9065580368041992,-1.3796685875856838,3.2209555586633036,X2,93
-7.585144166481252,-1.8519864082336426,-1.6160385344210653,2.8844143047668447,X2,94
-8.331033180987498,-2.257838726043701,-0.23949520371702349,5.472843729593447,X2,95
-7.91741288969321,-2.0114054679870605,-0.9860487030176088,3.8721762938587516,X2,96
-7.757099211789182,-1.9314417839050293,-1.279668732853068,3.3748431381461668,X2,97
-7.87261645110287,-1.9884066581726074,-1.0664085594982744,3.728709253189616,X2,98
-7.665687893305757,-1.8884782791137695,-1.455172798145309,3.1093890307469714,X2,99
-8.041829236784286,-2.078371524810791,-0.7652373760819131,4.2945811898900335,X3,0
-8.376180453413186,-2.290092945098877,-0.1564344343740416,5.689541106507141,X3,1
-7.448098259056316,-1.792485237121582,-1.9079341933078169,2.5166241555234787,X3,2
-8.611148433384031,-2.4916186332702637,0.2577320992705978,7.042684949323208,X3,3
-8.006557827358671,-2.0588884353637695,-0.8277596840092265,4.170830818420649,X3,4
-7.877094941229656,-1.9906816482543945,-1.0583326881802897,3.7428761557262638,X3,5
-7.644260535320184,-1.8786516189575195,-1.4973078938939146,3.048804827862582,X3,6
-7.440372499088163,-1.789219856262207,-1.9252064024975226,2.496354766098065,X3,7
-8.63264647461117,-2.5144495964050293,0.2952492615373252,7.196549993336754,X3,8
-7.687260581713426,-1.8984637260437012,-1.4131793313116923,3.1709714650329546,X3,9
-7.644260535320184,-1.8786516189575195,-1.4973078938939146,3.048804827862582,X3,10
-7.757099211789182,-1.9314417839050293,-1.279668732853068,3.3748431381461668,X3,11
-7.935320705719112,-2.0207533836364746,-0.9541760254512823,3.9306585901884135,X3,12
-8.611148433384031,-2.4916186332702637,0.2577320992705978,7.042684949323208,X3,13
-7.5437974763352535,-1.8337087631225586,-1.7014247067699557,2.771665677639842,X3,14
-8.119905075073177,-2.1230835914611816,-0.6260649729198988,4.581707950753417,X3,15
-7.87261645110287,-1.9884066581726074,-1.0664085594982744,3.728709253189616,X3,16
-7.8012789308835835,-1.9528517723083496,-1.1969876739519414,3.5076279522263616,X3,17
-8.441087613810698,-2.339332103729248,-0.03900730561140264,6.020422530181862,X3,18
-8.66297909568428,-2.5487442016601562,0.34834895162095947,7.427853713755336,X3,19
-7.440372499088163,-1.789219856262207,-1.9252064024975226,2.496354766098065,X3,20
-8.284503620476956,-2.2260522842407227,-0.3256763292683402,5.259855746191869,X3,21
-7.8368656899748625,-1.9704313278198242,-1.131405099710804,3.616846006863052,X3,22
-7.899489666625552,-2.0021376609802246,-1.0180635836217249,3.8143172415604805,X3,23
-7.757099211789182,-1.9314417839050293,-1.279668732853068,3.3748431381461668,X3,24
-7.757099211789182,-1.9314417839050293,-1.279668732853068,3.3748431381461668,X3,25
-7.644260535320184,-1.8786516189575195,-1.4973078938939146,3.048804827862582,X3,26
-8.102733052593294,-2.1130495071411133,-0.6568128248960186,4.516882628724987,X3,27
-8.284503620476956,-2.2260522842407227,-0.3256763292683402,5.259855746191869,X3,28
-8.02422799523648,-2.068596363067627,-0.7964357758855236,4.2324059888503465,X3,29
-8.292351797137279,-2.231318473815918,-0.31112402130249706,5.2950786106261,X3,30
-7.783562129314445,-1.9442124366760254,-1.2299729238345094,3.4540153827155216,X3,31
-8.398206834656701,-2.3063950538635254,-0.11627855565686218,5.799120523740063,X3,32
-7.944265138899148,-2.025458812713623,-0.9382821386929869,3.9601376275741127,X3,33
-7.91741288969321,-2.0114054679870605,-0.9860487030176088,3.8721762938587516,X3,34
-8.145439828020043,-2.138225555419922,-0.5801119302100801,4.680015683375549,X3,35
-8.145439828020043,-2.138225555419922,-0.5801119302100801,4.680015683375549,X3,36
-8.145439828020043,-2.138225555419922,-0.5801119302100801,4.680015683375549,X3,37
-7.568508640483225,-1.844597339630127,-1.6501330743209657,2.838850654727026,X3,38
-7.644260535320184,-1.8786516189575195,-1.4973078938939146,3.048804827862582,X3,39
-7.935320705719112,-2.0207533836364746,-0.9541760254512823,3.9306585901884135,X3,40
-7.644260535320184,-1.8786516189575195,-1.4973078938939146,3.048804827862582,X3,41
-8.611148433384031,-2.4916186332702637,0.2577320992705978,7.042684949323208,X3,42
-8.504893788554952,-2.391779899597168,0.07327055613050959,6.372079303618508,X3,43
-7.652813858047576,-1.8825640678405762,-1.4804354631012089,3.072921082322977,X3,44
-7.91741288969321,-2.0114054679870605,-0.9860487030176088,3.8721762938587516,X3,45
-8.69538212579321,-2.588737964630127,0.405577383960523,7.697931302676808,X3,46
-7.644260535320184,-1.8786516189575195,-1.4973078938939146,3.048804827862582,X3,47
-7.823497482514767,-1.9637913703918457,-1.1559301075602981,3.5755786479264984,X3,48
-8.145439828020043,-2.138225555419922,-0.5801119302100801,4.680015683375549,X3,49
-7.8368656899748625,-1.9704313278198242,-1.131405099710804,3.616846006863052,X3,50
-7.5193825934903185,-1.8230514526367188,-1.752870715397993,2.705856642499709,X3,51
-7.448098259056316,-1.792485237121582,-1.9079341933078169,2.5166241555234787,X3,52
-8.611148433384031,-2.4916186332702637,0.2577320992705978,7.042684949323208,X3,53
-7.669993996960894,-1.8904647827148438,-1.4467685924985254,3.1216263635234753,X3,54
-7.757099211789182,-1.9314417839050293,-1.279668732853068,3.3748431381461668,X3,55
-8.102733052593294,-2.1130495071411133,-0.6568128248960186,4.516882628724987,X3,56
-7.5193825934903185,-1.8230514526367188,-1.752870715397993,2.705856642499709,X3,57
-8.504893788554952,-2.391779899597168,0.07327055613050959,6.372079303618508,X3,58
-8.489032768641025,-2.3783106803894043,0.04554379705081857,6.281765826815661,X3,59
-7.944265138899148,-2.025458812713623,-0.9382821386929869,3.9601376275741127,X3,60
-8.195678836432036,-2.168846607208252,-0.48907381159311214,4.880354828531272,X3,61
-7.704604826917949,-1.9065580368041992,-1.3796685875856838,3.2209555586633036,X3,62
-7.8368656899748625,-1.9704313278198242,-1.131405099710804,3.616846006863052,X3,63
-7.585144166481252,-1.8519864082336426,-1.6160385344210653,2.8844143047668447,X3,64
-8.145439828020043,-2.138225555419922,-0.5801119302100801,4.680015683375549,X3,65
-7.899489666625552,-2.0021376609802246,-1.0180635836217249,3.8143172415604805,X3,66
-7.585144166481252,-1.8519864082336426,-1.6160385344210653,2.8844143047668447,X3,67
-7.617914390020637,-1.8666887283325195,-1.549762144857585,2.975053839235364,X3,68
-7.4099300185489305,-1.776440143585205,-1.9944375148991824,2.416778874557288,X3,69
-8.128445833971815,-2.128117561340332,-0.6107212724478188,4.614334271954896,X3,70
-8.02422799523648,-2.068596363067627,-0.7964357758855236,4.2324059888503465,X3,71
-7.644260535320184,-1.8786516189575195,-1.4973078938939146,3.048804827862582,X3,72
-7.881571499098943,-1.9929618835449219,-1.050255782795226,3.7570846288491264,X3,73
-7.617914390020637,-1.8666887283325195,-1.549762144857585,2.975053839235364,X3,74
-8.284503620476956,-2.2260522842407227,-0.3256763292683402,5.259855746191869,X3,75
-7.783562129314445,-1.9442124366760254,-1.2299729238345094,3.4540153827155216,X3,76
-7.944265138899148,-2.025458812713623,-0.9382821386929869,3.9601376275741127,X3,77
-7.859196467492625,-1.981621265411377,-1.090718925324424,3.6864497929665503,X3,78
-7.665687893305757,-1.8884782791137695,-1.455172798145309,3.1093890307469714,X3,79
-7.4099300185489305,-1.776440143585205,-1.9944375148991824,2.416778874557288,X3,80
-8.57110822942209,-2.4517478942871094,0.18820560607044712,6.774494371586862,X3,81
-7.877094941229656,-1.9906816482543945,-1.0583326881802897,3.7428761557262638,X3,82
-7.440372499088163,-1.789219856262207,-1.9252064024975226,2.496354766098065,X3,83
-8.398206834656701,-2.3063950538635254,-0.11627855565686218,5.799120523740063,X3,84
-7.644260535320184,-1.8786516189575195,-1.4973078938939146,3.048804827862582,X3,85
-7.440372499088163,-1.789219856262207,-1.9252064024975226,2.496354766098065,X3,86
-8.102733052593294,-2.1130495071411133,-0.6568128248960186,4.516882628724987,X3,87
-7.652813858047576,-1.8825640678405762,-1.4804354631012089,3.072921082322977,X3,88
-7.5193825934903185,-1.8230514526367188,-1.752870715397993,2.705856642499709,X3,89
-8.69538212579321,-2.588737964630127,0.405577383960523,7.697931302676808,X3,90
-7.665687893305757,-1.8884782791137695,-1.455172798145309,3.1093890307469714,X3,91
-7.417475027044789,-1.7795944213867188,-1.9771275763635963,2.4364444945320063,X3,92
-7.91741288969321,-2.0114054679870605,-0.9860487030176088,3.8721762938587516,X3,93
-7.644260535320184,-1.8786516189575195,-1.4973078938939146,3.048804827862582,X3,94
-7.757099211789182,-1.9314417839050293,-1.279668732853068,3.3748431381461668,X3,95
-7.85472511925545,-1.9793701171875,-1.0988322754003121,3.672448350442394,X3,96
-7.92636672668719,-2.0160679817199707,-0.9700889172919887,3.9013383289507497,X3,97
-8.0854527129823,-2.10306978225708,-0.6876615788288447,4.452634545707596,X3,98
-8.068070613645524,-2.093146800994873,-0.7186104369560162,4.388969194482136,X3,99
-8.398206834656701,-2.3063950538635254,-0.11627855565686218,5.799120523740063,X4,0
-7.63573530266742,-1.874767780303955,-1.5142061409460794,3.0248496186354603,X4,1
-7.417475027044789,-1.7795944213867188,-1.9771275763635963,2.4364444945320063,X4,2
-7.4099300185489305,-1.776440143585205,-1.9944375148991824,2.416778874557288,X4,3
-8.119905075073177,-2.1230835914611816,-0.6260649729198988,4.581707950753417,X4,4
-8.037434638541272,-2.075920581817627,-0.7730201998970827,4.2789821933518635,X4,5
-8.63264647461117,-2.5144495964050293,0.2952492615373252,7.196549993336754,X4,6
-8.63264647461117,-2.5144495964050293,0.2952492615373252,7.196549993336754,X4,7
-8.331033180987498,-2.257838726043701,-0.23949520371702349,5.472843729593447,X4,8
-8.376180453413186,-2.290092945098877,-0.1564344343740416,5.689541106507141,X4,9
-7.417475027044789,-1.7795944213867188,-1.9771275763635963,2.4364444945320063,X4,10
-8.398206834656701,-2.3063950538635254,-0.11627855565686218,5.799120523740063,X4,11
-7.87261645110287,-1.9884066581726074,-1.0664085594982744,3.728709253189616,X4,12
-7.8368656899748625,-1.9704313278198242,-1.131405099710804,3.616846006863052,X4,13
-7.944265138899148,-2.025458812713623,-0.9382821386929869,3.9601376275741127,X4,14
-7.665687893305757,-1.8884782791137695,-1.455172798145309,3.1093890307469714,X4,15
-8.119905075073177,-2.1230835914611816,-0.6260649729198988,4.581707950753417,X4,16
-7.8457910893767195,-1.974888801574707,-1.1151001248254921,3.6445651918937334,X4,17
-8.284503620476956,-2.2260522842407227,-0.3256763292683402,5.259855746191869,X4,18
-7.704604826917949,-1.9065580368041992,-1.3796685875856838,3.2209555586633036,X4,19
-8.195678836432036,-2.168846607208252,-0.48907381159311214,4.880354828531272,X4,20
-7.644260535320184,-1.8786516189575195,-1.4973078938939146,3.048804827862582,X4,21
-8.3835669717592,-2.2955164909362793,-0.14294915179218748,5.725985269367795,X4,22
-7.652813858047576,-1.8825640678405762,-1.4804354631012089,3.072921082322977,X4,23
-7.8457910893767195,-1.974888801574707,-1.1151001248254921,3.6445651918937334,X4,24
-8.69538212579321,-2.588737964630127,0.405577383960523,7.697931302676808,X4,25
-7.644260535320184,-1.8786516189575195,-1.4973078938939146,3.048804827862582,X4,26
-7.644260535320184,-1.8786516189575195,-1.4973078938939146,3.048804827862582,X4,27
-7.644260535320184,-1.8786516189575195,-1.4973078938939146,3.048804827862582,X4,28
-8.331033180987498,-2.257838726043701,-0.23949520371702349,5.472843729593447,X4,29
-7.899489666625552,-2.0021376609802246,-1.0180635836217249,3.8143172415604805,X4,30
-7.644260535320184,-1.8786516189575195,-1.4973078938939146,3.048804827862582,X4,31
